ECcode,OutsideFarm-11,TxAntibiotic-9,Baseline-26,Baseline-25,OutsideFarm-1,Neg-DNAextr,Baseline-17,TxAntibiotic-1,OutsideFarm-13,Baseline-9,TxAntibiotic-10,OutsideFarm-9,Baseline-24,Baseline-14,Baseline-1,TxAntibiotic-4,Baseline-32,Baseline-4,TxAntibiotic-8,Baseline-30,Neg-DNAextr,Baseline-15,OutsideFarm-2,Neg-DNAextr,Baseline-6,Baseline-33,Baseline-29,Baseline-2,Neg-DNAextr,Baseline-8,Baseline-19,Baseline-28,Baseline-18,Baseline-31,OutsideFarm-4,SequencingBlank,TxAntibiotic-3,Neg-DNAextr,TxAntibiotic-5,Baseline-23,TxAntibiotic-6,Baseline-22,Baseline-27,TxAntibiotic-7,Baseline-12,Baseline-21,Neg-DNAextr,Baseline-20,OutsideFarm-5,Baseline-16,OutsideFarm-7,Kefir,OutsideFarm-6,Baseline-5,OutsideFarm-10,Baseline-13,Baseline-7,OutsideFarm-12,Baseline-3,TxAntibiotic-11,OutsideFarm-8,TxAntibiotic-12,TxAntibiotic-2,OutsideFarm-3,Baseline-10,Baseline-11
1.2.1.59,138.05,38.753,27.874,80.908,67.782,1.0931,140.77,76.545,135.41,119.61,85.217,171.84,235.58,51.496,119.73,51.484,93.794,116.89,46.684,83.053,7.6087,30.519,76.989,3.2903,77.874,56.594,88.983,68.922,0,94.004,43.671,184.66,64.531,39.497,85.557,2.2153,109.43,1.1054,79.017,41.345,73.033,41.658,132.25,43.497,109.71,129.51,1.0945,66.924,50.376,108.32,133.08,1994.8,97.461,118.28,80.196,129.22,93.476,36.822,90.114,40.897,65.48,72.354,100.98,93.44,88.559,106.65
1.2.1.70,8085.6,3088.4,2341.4,5905.2,6090.5,175.98,9585.6,4469.1,22277,7088.9,8287.6,15401,7274.5,4796.8,6645.8,3781.3,7117.4,12088,3411.2,6100.1,563.04,2188.7,5128.6,168.9,5172.6,3610.1,7406.5,4802.6,101.62,8601.4,3127.9,12062,3328.2,5404.7,5166.3,103.01,6194.9,180.18,6709.8,3291.3,3669.1,3003.8,10469,4831.4,6683.6,7074,139,5193.8,4708,8690.8,5641.7,2.08E+05,5754.6,7468.1,3756,11216,4801.4,3580.4,5080.4,2669.1,4141.6,4569.3,6979.4,5430.5,5524.6,5265.2
1.2.1.71,3431.5,1163.7,2130.2,2548.6,2685,67.77,2774.3,1934.4,6188,2814.7,2503.7,6723.5,2449.6,2097.1,2618.8,1491.9,2751.7,5151.9,1479.8,2580.1,179.35,1116.1,2113.9,62.516,2147.6,1527,3062.8,2120.2,39.765,3982.1,1592.9,3936.6,1496.2,1361.1,2472.4,36.552,2427.2,55.271,2523,1798.5,1409.4,1444.9,3179.4,1522.4,2453.1,2473.7,63.483,2199.7,1946.1,3642.4,1708.2,56819,2493.5,3019.5,1969.7,4961.9,2167.5,1959.2,2281.4,640.36,1861.8,1277.2,2861.3,2546,2281.8,2305.5
1.2.1.72,265.14,120.56,69.686,350.97,263.47,8.7445,409.32,251.51,784.51,355.54,366.76,1489.6,472.24,344.04,354.81,236.61,254.12,1117.5,262.73,267.74,11.956,119.9,306.86,12.064,338.92,161.08,315.29,288.81,4.4183,819.8,189.97,698.46,165.15,175.07,300.54,4.4305,393.95,6.6325,464.22,199.11,185.31,148,613.54,151.15,368.63,274.26,2.1891,292.93,215.74,891.73,307.61,3954.1,324.14,504.88,213.12,1097.3,273.83,155.95,358.26,129.15,222.63,207.2,491.71,422.13,313.78,361.72
1.2.1.73,230.08,135.64,110.43,253.66,228.49,6.5584,520.86,174.96,590,286.41,360.29,369.94,322.83,212.56,202.12,167.6,311.92,318.99,104.22,174.85,15.217,69.758,186.97,4.3871,175.49,102.31,201.04,177.23,5.5229,238.29,123.37,497.5,120.31,137.71,162.34,1.1076,198.07,3.3163,259,95.746,140.62,130.46,592.95,324.05,238.07,292.76,3.2836,172.25,167.56,215.55,306.52,6305.5,214.63,263.94,202.14,281.44,179.25,101.8,234.08,120.54,122.23,114.01,270,236.35,206.64,235.28
1.2.1.8,1602.9,485.49,316.27,1453.1,1211.3,30.606,2245.9,951.35,8335.2,1459.5,1717.3,5683.8,1393.8,1187.7,1448.9,856.61,1396,3957.8,754.54,1157.3,86.956,364.05,1251.6,18.645,1082.6,475.61,1212.8,1112.6,34.242,3070.4,802.46,2884,849.84,587.12,1340.4,19.937,1187.3,29.846,1766.9,656.08,849.15,634.74,2639.5,807.96,1325.3,1323.4,35.025,1235.4,944.01,2714.6,1230.4,26527,1351.3,1591.3,882.15,3601.8,1087.6,565.33,1238.5,556.41,801.04,1018.4,1711.1,1402.7,1399.5,1253.4
1.2.1.84,463.44,156.09,142.59,463.58,402.32,4.3723,638.89,281.03,1079,422.48,385.1,895.31,297.74,326.51,451.48,240.99,400.26,742.85,192.16,415.27,29.348,117.72,444.34,13.161,402.53,247.06,454.8,329.29,3.3137,599,197.61,597.44,210,202.82,343.32,5.5382,459.61,7.7379,409.35,191.49,219.1,205,605.95,240.32,444.33,362.41,8.7562,329.14,279.26,560.2,412.33,9062.9,373.42,459.98,294.42,596.83,345.31,192.77,368.15,125.92,228.09,255.43,443.41,418.83,359.7,336.43
1.2.1.88,1885.5,716.93,478.15,1291.3,1475.9,39.35,2307.6,960.09,7714,1618.6,1868.3,2937.7,1691.6,1032.1,1434.6,921.23,1600,2627.3,729.57,1401,168.48,445.8,1027.3,35.097,1187.9,687.84,1715.9,1036,26.51,1844,780.62,2645,714.21,887.09,1196.7,25.476,1326.3,32.057,1545.2,763.79,893.84,702.71,2508.4,1108.1,1382.4,2024.3,28.458,1216.7,1059,1706.9,1315.5,69257,1180.5,1492.7,912.91,2353.4,1129.4,695.29,1066,707.08,941.82,1043.7,1725.4,1241.1,1155.6,1091.7
1.1.1.205,6525,2147.5,1579,4672.5,4640.7,113.87,6797.6,3261.2,15420,5085.9,5994.7,10890,5577.6,3434.6,4719.5,2817.6,5698.4,8538.4,2261.3,4587.8,550.81,1456.4,3608.5,113.86,3625.3,2209.6,5595.4,3464,91.323,6225.8,2279.3,9100.8,2429.3,3142.6,3953.5,89.608,4694.5,134.38,4867.8,2401.7,2647.9,2214,7932.9,3231,4746.2,5753.3,103.8,3910.7,3688,6107.5,4079,2.26E+05,4334.4,5402.1,2958.6,8147.4,3488,2345.2,3855.9,2012,3011.1,3660.7,5596.8,4097.5,3871.2,3929.7
1.21.98.1,0,3.0814,1.0249,0,0,0,5.1639,0,0,2.0873,1.0261,3.1328,0,0,2.087,0,1.0434,0,1.0362,0,0,1.0364,0,0,0,1.0318,6.2698,0,0,0,0,5.1646,0,0,1.0463,0,1.0439,0,0,0,0,0,3.0968,1.0285,0,2.0648,0,1.0432,1.0419,1.0456,0,1.0262,1.0436,2.0896,1.0454,0,0,0,0,0,2.0739,2.0733,0,0,1.0446,0
1.2.3.3,961.92,283.51,290.08,579.28,784.33,13.445,857.38,466.68,2844.3,661.74,748.08,1374.4,813.9,464.45,641.92,360.71,713.74,962.87,311.93,588.87,167.04,206.27,553.18,17.685,505.69,396.3,683.48,501.88,3.104,672.18,308.13,1515.5,327.49,487.58,525.32,11.385,752.8,7.2553,583.66,375.02,347.05,314.58,1251.5,617.24,589.49,1248.2,10.366,472.64,575.23,691.18,575.56,66555,529.2,781.67,345.03,900.24,485.4,327.85,509.42,343.17,406.66,374.34,820.95,581.24,511.89,488.93
1.2.4.1,9760.7,3169.5,2150.2,7553,6936,184.98,12117,5268.7,22888,8455,8971.6,20291,8224.4,5895.7,8185.8,4571.8,8839.2,15692,3915,7540.9,559.23,2286.9,6095.8,178.32,6377.6,3342.7,8490.3,5905,116.3,11810,3811.8,15489,3901.1,4463.8,6871.1,139.16,7165.4,177.24,8098.1,3859.4,4288.4,3534.3,12067,4491.4,7776.1,8092.8,162.12,6370.9,5586,11290,6999.2,2.01E+05,7189.5,9114.9,4797.1,14952,5791.6,3578,6541.8,3235.6,4708.4,5448.6,9108.5,7024.1,6560.7,6344.8
1.2.4.2,12173,4187.2,2793.1,9475.5,9020.3,230.71,12337,6642.6,25813,10535,9857.4,23356,15474,6913,9906.2,5826.7,11900,17975,4518,9304.6,675.66,3093.5,7782.8,228.38,7692.7,4405.3,11213,7282,168.21,13522,4728.5,16628,4972.7,5790.4,8276.7,151.62,9101.1,343.07,10519,4832.3,5154,4472.6,15344,5643,10382,9512.1,209.93,7640,6905.5,12907,7530.7,2.30E+05,8652.7,11143,6061.7,17564,7213,4824.2,7889.8,5696.8,5662.9,6475.8,11567,8914.1,8048.5,8224.1
1.2.4.4,1121.4,246.73,232.07,859.41,798.18,16.627,903.16,594.94,4155.2,913.07,892.95,2390.1,807.02,553.04,874.26,466.68,919.83,1845.8,429.69,796.64,44.697,281.32,711.05,26.07,632.42,341.09,983.41,604.22,6.2301,1445.1,457.83,1504.4,421.77,510.56,718.53,13.501,826.61,26.948,946.14,461.01,491.06,424.32,1082.4,511.97,837.78,1313.8,27.021,650.26,623.22,1220.7,624.54,17848,691.38,1012.8,562.76,1879.1,699.72,440.26,743.18,305.21,525.57,436.22,911.47,845.57,720.37,715.32
1.2.7.12,311.95,67.796,87.128,254.68,222.16,9.3082,340.89,178.53,332.98,300.6,314.01,442.82,193.93,183.28,306.87,166.8,240,429.68,119.18,283.99,18.56,74.632,233.19,8.3225,233,117.65,258.14,171.48,5.1733,313.62,114.51,413.23,120.6,132.14,237.55,12.42,240.14,3.1094,291.31,148.14,126.77,123.96,359.35,95.672,299.44,274.63,3.1097,269.18,188.62,300.1,221.77,3307.1,227.55,281.11,130.69,334.2,214.46,113.76,199.79,73.167,156.65,151.4,290.73,255.08,244.45,183.87
1.2.7.3,2583.2,925.52,678.57,1909,1783.5,54.815,3196.1,1235.1,9565.8,2125.1,2342.8,4214.1,2431.4,1400.6,2062.5,1166.6,2455.3,3290.1,1008.3,2163.4,215.5,592.91,1490.1,34.33,1513.9,1100.1,2346.2,1460.7,32.074,2487,1064.9,4117.9,1019.9,1510.9,1563.4,41.399,1884.6,34.203,1928.5,1058.8,1108.7,963.54,3515,1561.6,1797.7,2683.3,44.572,1556.7,1412,2408.2,1920.6,72030,1638.7,2218.6,1112.5,3227.1,1488.6,1061.1,1586.8,873.89,1217.9,1553.4,2212.9,1692.5,1763.4,1601.5
1.2.7.4,10.433,16.435,3.0751,11.481,8.3439,1.0342,24.792,8.3521,12.371,13.569,24.628,4.1775,10.316,13.538,16.7,11.468,18.783,13.591,6.218,4.1764,0,4.1462,10.457,0,8.3586,8.2563,7.3156,8.3647,1.0347,9.4085,9.3687,8.2647,3.119,7.1703,18.836,0,17.75,0,11.485,10.36,8.3126,11.458,27.881,12.345,12.52,75.369,0,9.3902,6.2525,10.457,8.2518,83.138,9.3941,8.3601,5.2277,10.444,11.507,7.2395,11.506,11.336,10.374,9.3326,28.236,10.454,14.625,6.2683
1.2.7.5,301.51,137.65,87.128,331.91,282.65,10.342,502.03,199.41,779.37,361.14,385.84,613.05,267.17,228.06,307.91,176.19,356.87,602.18,140.94,261.02,9.2798,121.28,208.1,7.2822,221.5,143.45,336.52,231.07,7.2426,421.29,146.78,567.16,176.74,242.77,250.1,6.2099,288.17,2.0729,321.59,205.12,175.6,167.71,531.8,245.87,317.18,296.31,6.2193,282.75,220.92,392.12,255.81,4415.6,297.48,369.93,172.51,565,230.15,177.88,293.94,108.21,196.07,209.47,346.16,246.71,274.75,262.22
1.3.1.12,6906.4,2661.3,1643.7,5375.8,5166.7,138.83,7604.4,3780.3,16063,6005,6527.7,13118,5872.7,4041.3,5592.6,3336.2,5702.1,10619,2648.9,5316.7,525.26,1673.4,4356.4,137.35,4461.6,2530,6028.9,4177.3,81.664,7512.8,2618.6,10543,2813.5,3865.8,4882,105.57,5227.6,125.78,5441.9,2659.7,2995,2468.4,8768.3,3799.7,5828.2,5635.9,149.85,4559.9,4139.2,7296.8,4593.6,1.97E+05,4981.7,6573.3,3542.2,9936.4,4158.3,2668.6,4585.1,2177.3,3420.4,3698.8,6247.8,5028.3,4681.8,4552
1.3.1.13,8.3562,8.2297,6.1638,16.721,12.528,2.0721,18.613,5.2272,11.345,10.458,8.2161,7.3192,36.155,8.3412,7.3161,13.566,7.3104,8.3732,4.1502,4.1814,0,4.1523,17.798,2.081,10.463,11.378,7.3218,7.3249,0,6.2773,2.0857,21.713,10.412,5.1284,10.476,0,12.539,1.0395,9.4078,5.1887,2.0813,7.2967,16.53,9.2701,6.2647,65.102,0,7.3092,6.2604,9.4233,19.609,131.63,5.2241,14.647,4.187,16.726,5.2358,7.2459,8.3765,6.1914,10.384,11.413,8.3737,2.0938,8.3697,8.3658
1.3.1.14,5352.2,1354.8,700.62,3738.2,4096.6,64.234,3790.8,3270.1,5965.4,4459.3,2653.8,5509.3,2805.7,2591,4075.1,2317.7,4757,5417.5,1243,4184.5,239.88,1170.9,3404.7,80.118,3549.2,1512.2,4858.5,3065,58.922,3982.9,1955.4,5135.6,1684.7,1243.1,3911.9,64.168,4529.6,74.844,3791.3,1726.8,1836.8,2076.4,4534.5,1806.6,4150.4,3336.7,63.478,3009.3,2957,3984,2496.5,79369,3594.2,4771.7,3368.4,4686.5,3387.6,1549.6,3923.3,901.89,1994.7,1500.3,4526,3729.1,3402.3,3376.6
1.3.1.22,166.08,133.73,86.294,123.32,138.85,7.2523,353.65,129.63,434.21,183.02,301.94,367.01,226.23,131.37,174.54,87.658,166.05,304.58,95.454,187.12,9.3058,71.627,116.21,4.162,125.56,116.88,157.94,111.97,0,190.41,93.857,326.73,88.506,211.29,137.24,2.07,174.5,3.1185,151.57,98.585,103.02,89.646,288.25,146.26,144.09,193.24,7.2843,126.35,103.3,211.5,206.41,3423.5,147.32,152.75,107.81,223.71,118.33,107.65,145.54,95.967,124.6,81.964,204.11,131.91,124.5,173.59
1.3.1.33,66.85,98.757,32.874,84.65,88.739,1.036,107.54,49.135,160.89,73.207,219.78,438.11,81.608,86.539,93.019,49.047,105.48,213.52,37.352,78.401,10.34,26.99,76.428,2.081,84.753,43.442,70.08,64.878,0,170.53,39.628,240.91,49.98,34.873,59.716,4.1399,63.739,2.079,114.98,35.283,42.667,37.526,123.98,78.281,76.22,124,3.1219,101.29,68.865,167.53,92.884,4575.3,66.868,69.049,42.916,301.07,74.349,41.405,63.871,35.085,39.458,42.538,101.53,70.142,57.541,87.841
1.1.1.219,284.76,90.606,85.405,246.31,292.64,8.4348,340.09,178.93,636.59,276.27,200.38,660.6,241.59,211.93,247.38,182.29,284.07,528.02,112.43,236.82,33.766,80.498,215.03,5.3208,215.45,155.5,261.17,197.85,2.1238,349.04,143.52,489.69,126.63,146.97,213.88,2.1084,262.05,3.1743,259.35,170.19,148.76,108.36,463.24,143.48,296.04,204.91,3.1774,232.55,204.18,319.41,187.95,12877,240.27,261.46,174.85,503.64,202.1,127.48,217.77,98.657,165.99,180.87,237.66,248.56,286.52,203.96
1.3.1.76,357.23,183.11,184.92,258.13,277.7,12.432,548.05,210.13,2056.6,306.42,449.83,557.31,476.22,224.17,313.55,186.79,322.7,392.5,191.95,286.43,16.544,145.33,225.1,5.2025,189.39,323.75,302.28,188.35,9.3034,330.6,187.71,746.51,145.77,528.22,189.62,8.2798,270.63,9.3555,252.96,161.89,184.2,155.32,626.09,415.09,261.03,479.48,4.1625,180.64,196.16,271.18,265.23,5352.8,215.23,292.94,175.85,344.98,190.58,216.34,189.52,131.05,246.09,269.76,288.89,215.66,211.33,216.47
1.3.1.78,1.0445,0,0,0,0,0,0,0,0,1.0458,2.054,0,1.033,0,0,0,0,1.0467,0,1.0454,0,0,0,0,0,1.0343,0,0,0,0,2.0857,0,0,1.0257,0,0,0,0,0,0,0,0,1.0331,0,0,0,0,0,0,0,0,2.0568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1.1.22,8997.5,3661.7,3031.9,6930.9,7257.4,194,11379,5083.6,20028,7937.1,10351,15639,9024.2,5637,7512.1,4591.5,7695.4,12964,4259.6,6694.8,773.46,2648,5710.7,191.55,5788.3,4254.3,7726.3,5493.9,143.36,9172.8,3798.5,16018,3996.7,6566.6,5981,146.54,7139.2,168.24,7549.9,4250.6,4383.1,3777.8,13877,5784.3,7133.7,9312.5,165.23,6049.5,5488.4,8935.9,7283.7,3.20E+05,6941,8291,4538.7,11972,5577.4,4410.1,6017.6,3189.5,4945.9,5254.7,8206.8,6237.5,6199.7,6078.3
1.3.1.83,298.73,60.694,38.01,172.44,186.87,2.0721,356.75,161,277.44,239.49,142.76,684.87,110.53,177.25,245.61,141.92,251.69,447.97,101.68,165.17,8.2718,60.208,184.27,8.324,169.51,75.506,253.12,186.26,1.0337,396.51,96.986,252.28,110.37,84.105,191.72,5.1749,171.36,5.1975,268.64,103.77,143.61,83.391,256.22,59.741,241.19,145.7,6.2437,201.53,162.77,307.83,207.44,3275.4,183.89,280.38,148.64,444.29,212.57,86.951,190.57,86.68,129.8,137.99,274.24,240.79,180.99,190.32
1.3.1.86,787.57,131.68,97.594,437.88,441.61,11.396,592.51,330.36,1234.6,457.02,474.48,870.99,473.12,319.05,437.92,279.67,496.07,775.57,164.97,453.68,18.612,127.68,343.4,8.324,313.9,214.11,475.91,353.69,11.371,522.06,207.53,933.66,218.66,240.01,398.1,6.2099,382.43,11.434,402.44,198.21,262.25,228.28,588.89,279.13,532.5,493.95,7.2843,366.51,270.24,540.27,324.06,6170.3,434.65,507.41,285.76,726.54,330.9,207.03,348.67,146.53,272.05,295.69,578.83,442.84,355.71,334.63
1.3.1.87,19.846,2.0574,4.1092,6.2704,9.3959,1.036,29.988,11.5,28.878,17.779,7.1891,88.876,18.594,17.725,6.2709,8.3484,17.754,40.82,6.2253,19.862,0,8.3045,11.517,0,9.4171,16.549,9.4137,5.2321,0,19.878,4.1714,26.883,15.619,5.1284,6.2859,1.035,11.494,0,27.178,3.1132,17.691,10.424,15.497,2.06,13.573,11.367,0,7.3092,11.477,33.505,16.513,70.959,22.986,30.34,8.3739,58.542,12.566,4.1405,15.706,8.2553,5.1918,3.1126,20.934,15.704,8.3697,21.96
1.3.1.9,4013.1,1819.8,1176.3,3274.2,3341.8,83.919,5118.6,2386.7,12997,3730.4,4464.4,8951.4,3466.8,2434.6,3292.2,2004.7,3776.4,6625.3,1718.2,3122.5,283.31,1109.7,2666.6,95.726,2548.9,1774.9,3760.2,2540.7,44.45,4977.9,1793.7,6940.9,1730.6,2434.9,2863.2,71.413,3330.1,80.041,3398.3,1830.6,1899.2,1686.6,5181.2,2524.6,3272.3,4365.9,83.249,2671,2409.2,4748.3,2889.7,1.15E+05,2837.7,3793.5,2094.5,6365.4,2482.8,1754.5,2796.7,1400.3,2145.3,2513.9,3893.8,2947,2907.4,2799.4
1.3.1.98,11069,3768.2,2947.3,8449.4,8716.3,199.96,11188,6435.7,22356,9702,9195.9,19728,8983.1,6728.2,9023.9,5443.1,9716.6,15297,4310,8443.3,717.58,2920.1,7037.7,239.31,7242.8,4501.4,9710.7,6763,119.91,11437,4522.9,16623,4426.4,6187.9,7943.2,153.18,8791.8,203.74,8707.4,4424.9,4845.3,4426,13768,6121.4,9160,9608.2,187.31,7213.2,6602.7,10953,7271.7,2.56E+05,8366.9,10274,6011.4,14050,6870.4,4447.9,7550.4,3173.1,5532.4,5508.2,10182,8016.1,7477.3,7350.4
1.3.3.3,2234.5,714.38,440.06,1874.6,1801.4,35.225,2291.9,1272.5,3112.2,2258.1,1360.2,4272,1443,1499.2,2063.4,1126.5,1986.9,3695.8,804.58,1646.7,102.19,541.41,1560.3,35.377,1595.8,827.99,2272,1397.3,33.079,2679.3,873.12,3093.9,922.4,990.86,1668.1,32.084,1982.5,47.721,1981.7,831.36,997.93,821.1,2434.1,1080.4,2119,1509.1,21.809,1593,1395.9,2538.2,1289.5,26049,1731.1,2322.1,1297.3,3404.7,1619.2,827.33,1517.7,454.67,1069.6,982.29,2078.2,1768.9,1697.9,1555.4
1.3.3.4,5098.6,1632.3,1183.8,3748.1,3414.9,85.991,5603.8,2637.9,12535,4271.9,4229.5,9726.7,4317.7,2982.8,3829.1,2296.8,4504.2,7814.2,1912.9,3830.5,324.12,1070.4,3053.6,78.037,3037.9,1810.9,4617.1,2864.8,67.191,5669.3,1819.2,7709.9,2068.4,2227.7,3459.8,57.959,3632.8,87.142,4122.1,1793.3,2250.6,1805.8,5868.9,2290.5,4046.9,4091.4,88.273,3265.4,2791.8,5415.5,3256.9,1.18E+05,3589.6,4632.6,2400,7266.1,2944.3,1893.6,3108.7,1325.9,2399.6,3114.9,4526.8,3457.2,3310.1,3109.7
1.3.3.6,2219.9,525.25,446.22,1783.7,1701.2,37.297,2006.7,1248.4,3259.6,2120.3,1503.9,3918.9,1531.8,1333.4,1842,1062.9,1986.9,3122.6,765.18,1736.6,125.93,526.89,1600.1,47.863,1510.1,787.73,2205,1447.5,28.944,2527.7,816.86,3101.1,819.45,856.63,1666,36.224,1836.3,30.085,1902.3,865.57,993.78,803.39,2396.9,985.75,1908.1,1494.6,44.656,1514.7,1270.8,2134.4,1372.1,35937,1745.7,2205,1347.5,3060.9,1482.1,800.44,1550.1,607.26,1097.6,1202.2,2237.2,1713.4,1579.8,1458.1
1.3.5.1,6278.5,2049,1486.8,4884,4521.2,111.89,7151.2,3496.9,17574,5641.4,6108.7,11131,5076.1,3754.2,5285.6,3031.7,6261.4,8768.1,2476.6,5387.9,310.7,1528.6,4008.5,117.58,4295.5,2350,6108,3907.5,96.587,6678.8,2519.9,8721.4,2533.8,3189.7,4365.8,73.483,4852.5,122.41,5334.7,2439.7,3121.9,2384.8,8331.6,2750.4,5035.2,5364.2,99.697,4255.9,3575.8,6588.8,4209.9,1.03E+05,4514.3,5813,3183.6,8363.6,3999.7,2453.9,4232.6,2116.5,3183.9,4154.4,5810.7,4437.2,4233.4,4118.5
1.3.5.2,9875.5,2896.1,1741.3,8004.5,7773.9,176.13,8714.3,5975.3,19780,8883.5,6492.6,16371,6244.6,5853.5,8423.2,4986.3,8670.5,14186,3295.3,7668.5,425.28,2422,6676.7,170.64,6605.4,3440.7,9173.5,6254.3,117.36,9921.3,3953.4,12156,3877.1,4112.1,7404.5,121.09,8047,143.16,8065.3,3631.6,3911.7,4140.1,10100,3498.5,8194.3,6365.5,154.74,6630,6004.5,10156,5543.1,1.28E+05,7211.2,9613.1,5705.6,12721,6378.3,3418,7002.2,2103.1,4533.4,4328.7,8983.1,7247.1,6819.9,7013.4
1.3.5.4,385.61,120.29,77.984,434.88,334.36,10.36,465.23,265.61,1086.2,401.47,329.56,901.08,447.37,323.46,412.21,234.81,415.61,574.63,140.07,279.06,16.516,93.394,359.46,12.486,256.43,141.51,347.23,312.98,6.2314,425.35,185.58,466.2,200.83,206.02,351.94,7.2448,374.23,13.486,423.55,150.54,276.13,182.41,510.27,197.56,379.21,356.51,9.3466,278.08,225.44,474.22,234.23,5104.2,362.86,401.76,189.49,595.09,307.42,151.04,376.2,129.12,219.04,231.32,489.11,345.35,430.03,362.9
1.3.5.6,97.187,31.871,24.626,66.904,64.782,0,148.87,57.515,85.617,65.865,69.813,193.61,109.52,68.865,71.144,62.616,84.585,138.16,35.277,54.35,7.2256,20.754,72.311,2.081,64.892,36.153,60.661,60.711,1.0386,93.241,39.617,140.58,46.825,46.123,84.844,1.035,87.808,2.0748,56.474,29.069,48.975,38.566,242.74,59.68,77.304,79.569,1.0385,53.316,75.148,104.68,92.866,2011.7,49.148,71.146,57.58,148.51,61.904,41.381,60.779,42.35,38.41,53.94,123.59,75.349,70.103,70.071
1.3.7.11,4.1802,1.2553,1.3015,10.837,2.6215,0,6.8221,1.3559,0,11.069,2.4785,10.259,6.5901,1.318,10.607,1.2885,1.3571,19.108,0,0,0,1.2179,0,0,2.6334,0,5.6833,1.2836,0,9.0642,3.7499,2.536,3.8412,3.984,0,0,0,0,0,4.9957,10.53,2.6548,0,3.7249,2.6865,12.703,0,2.6484,2.6092,13.844,2.5413,21.449,1.3356,4.0857,2.6015,5.0722,1.2719,0,2.6266,1.3897,1.3746,2.6884,2.6155,3.9704,2.6665,2.6361
1.3.7.12,13.934,7.5315,3.9046,10.837,19.661,2.475,28.653,10.847,121.2,40.126,23.545,20.517,2.636,10.544,38.451,14.174,25.786,20.382,1.281,27.062,0,4.8716,20.789,1.3275,21.067,16.858,34.1,8.9854,1.3034,10.359,15,32.968,11.524,10.624,13.346,0,18.343,1.482,27.317,16.236,10.53,9.2917,44.084,3.7249,17.462,27.946,0,23.836,10.437,16.361,16.519,126.31,20.034,23.152,13.007,15.216,17.806,6.4792,10.507,8.3385,23.368,12.098,15.693,15.881,18.666,17.134
1.3.7.15,104.51,28.871,40.348,111.08,106.17,0,130.98,65.082,339.37,106.54,42.134,188.5,75.127,47.447,121.98,51.54,93.642,133.76,39.711,56.701,14.026,19.487,51.972,1.3275,86.902,51.87,68.199,60.33,1.3034,106.18,47.499,256.14,42.253,45.152,62.724,1.305,108.75,5.9281,79.349,29.974,46.069,30.53,86.79,75.74,79.252,78.757,3.6496,51.645,79.58,140.95,92.759,8080.5,86.816,123.93,46.826,149.63,69.952,29.804,63.04,29.185,48.11,69.9,86.311,83.377,87.995,68.538
1.3.7.2,8.3605,5.021,7.8092,6.773,6.5537,0,4.0933,1.3559,12.12,13.836,38.416,1.2823,40.859,14.498,11.933,9.0195,2.7143,10.191,3.843,15.464,0,1.2179,7.7958,0,2.6334,10.374,4.2625,7.7017,0,6.4744,3.7499,29.164,8.9628,11.952,5.3382,0,5.241,0,13.008,9.9913,6.5813,0,6.8881,0,9.4028,1.2703,0,7.9453,6.523,0,12.707,10.725,2.6712,8.1714,3.9022,6.3402,3.8156,5.1834,6.5666,6.9487,4.1237,5.3769,10.462,1.3235,10.666,9.2262
1.3.7.3,5.5736,8.7868,3.9046,6.773,7.8645,0,13.644,6.7794,8.0802,6.9182,18.589,15.388,72.491,18.452,19.888,7.731,4.0714,6.3695,3.843,7.732,0,9.7433,10.394,0,7.9001,3.8903,5.6833,10.269,0,6.4744,3.7499,5.072,2.5608,11.952,8.0074,0,6.5512,0,5.2032,3.7467,7.8976,3.9822,24.797,4.9665,10.746,6.3514,0,7.9453,10.437,2.517,25.413,109.63,16.027,10.895,6.5037,13.948,10.175,11.663,7.8799,11.118,10.997,4.0327,34.001,5.2938,11.999,13.18
1.3.7.5,59.917,23.85,16.92,59.602,81.266,3.7125,46.39,25.762,230.29,87.169,44.612,48.728,52.721,46.129,59.665,29.636,61.071,40.765,14.091,21.907,17.851,29.23,36.38,0,32.917,25.935,44.045,41.076,1.3034,37.552,28.749,58.328,24.328,35.856,41.371,2.6099,66.823,0,45.528,26.227,28.958,23.893,95.056,70.773,55.074,33.027,1.2165,43.699,43.052,31.463,30.496,3833.5,56.096,69.457,36.42,59.598,43.243,44.059,55.16,19.456,26.117,30.917,64.079,46.321,51.997,40.859
1.3.7.7,1319.6,355.24,229.07,1118.9,1103.6,30.937,1147.5,860.99,1749.4,1412.7,862.51,2877.5,877.8,979.25,1246.3,758.93,1426.3,2352.9,509.84,1126.3,79.056,345.89,1064.1,30.533,1004.6,452.57,1298.6,947.31,20.854,1702.8,573.74,1779,582.59,511.29,1081,19.575,1191,25.194,1352.8,558.27,509.4,569.45,1504.4,523.97,1444,962.87,31.63,1002.4,791.89,1753.1,805.61,19254,1156.7,1461.3,806.45,2281.2,947.53,457.43,1057.2,287.68,544.33,630.44,1501.3,1226.8,1147.9,1041.2
